FIPS,Geographic Name,Geographic Subtype,Total Vote,Joseph R. Biden,Donald J. Trump
fips,name,type,totalvote,vote1,vote2
42107,Schuylkill,County,69522,20425,48100
42109,Snyder,County,19140,4910,13983
42111,Somerset,County,40062,8543,31105
42113,Sullivan,County,3599,921,2622
42115,Susquehanna,County,21264,6084,14879
42117,Tioga,County,21075,4955,15742
42119,Union,County,19796,7322,12194
42121,Venango,County,26528,7585,18569
42123,Warren,County,20345,5987,14020
42125,Washington,County,117351,44706,71347
42127,Wayne,County,28089,9191,18637
42129,Westmoreland,County,202492,71099,128596
42131,Wyoming,County,14858,4704,9936
42133,York,County,238924,88023,146606
44001,Bristol,County,28415,18050,9745
44003,Kent,County,93090,49112,41999
44005,Newport,County,46147,29485,15722
44007,Providence,County,272647,164997,102546
44009,Washington,County,76059,44548,29818
45001,Abbeville,County,12433,4101,8215
45003,Aiken,County,85185,32275,51589
45005,Allendale,County,3593,2718,835
45007,Anderson,County,96093,27169,67565
45009,Bamberg,County,6482,4010,2417
45011,Barnwell,County,10321,4720,5492
45013,Beaufort,County,97835,43419,53194
45015,Berkeley,County,104458,45223,57397
45017,Calhoun,County,8291,3905,4305
45019,Charleston,County,218857,121485,93297
45021,Cherokee,County,25270,6983,18043
45023,Chester,County,15757,6941,8660
45025,Chesterfield,County,18876,7431,11297
45027,Clarendon,County,16733,8250,8361
45029,Colleton,County,19283,8602,10440
45031,Darlington,County,32417,15220,16832
45033,Dillon,County,13101,6436,6582
45035,Dorchester,County,77278,33824,41913
45037,Edgefield,County,13304,4953,8184
45039,Fairfield,County,12136,7382,4625
45041,Florence,County,64510,31153,32615
45043,Georgetown,County,36668,15822,20487
45045,Greenville,County,258155,103030,150021
45047,Greenwood,County,32006,12145,19431
45049,Hampton,County,9305,5323,3906
45051,Horry,County,179744,59180,118821
45053,Jasper,County,14394,7185,7078
45055,Kershaw,County,33629,12699,20471
45057,Lancaster,County,49868,18937,30312
45059,Laurens,County,30488,10159,20004
45061,Lee,County,8431,5329,3008
45063,Lexington,County,144568,49301,92817
45065,McCormick,County,5697,2687,2958
45067,Marion,County,14704,8872,5711
45069,Marlboro,County,11446,6290,5044
45071,Newberry,County,18631,6958,11443
45073,Oconee,County,40668,10414,29698
45075,Orangeburg,County,41205,27295,13603
45077,Pickens,County,57546,13645,42907
45079,Richland,County,193822,132570,58313
45081,Saluda,County,9274,2963,6210
45083,Spartanburg,County,148655,52926,93560
45085,Sumter,County,48920,27379,21000
45087,Union,County,13257,4935,8183
45089,Williamsburg,County,15985,10289,5532
45091,York,County,144050,59008,82727
46003,Aurora,County,1405,317,1052
46005,Beadle,County,7081,2107,4808
46007,Bennett,County,1183,466,694
46009,Bon Homme,County,3001,721,2235
46011,Brookings,County,14567,6110,8000
46013,Brown,County,17547,6538,10580
46015,Brule,County,2490,673,1750
46017,Buffalo,County,549,352,183
46019,Butte,County,4802,939,3731
46021,Campbell,County,873,117,747
46023,Charles Mix,County,3783,1177,2552
46025,Clark,County,1850,437,1373
46027,Clay,County,5698,3083,2456
46029,Codington,County,13161,3837,8958
46031,Corson,County,1283,622,647
46033,Custer,County,5494,1522,3852
46035,Davison,County,8454,2648,5613
46037,Day,County,2964,1052,1869
46039,Deuel,County,2350,609,1699
46041,Dewey,County,1966,1131,790
46043,Douglas,County,1707,216,1468
46045,Edmunds,County,1985,417,1538
46047,Fall River,County,4042,1053,2878
46049,Faulk,County,1182,198,964
46051,Grant,County,3745,1056,2618
46053,Gregory,County,2258,455,1771
46055,Haakon,County,1137,105,1026
46057,Hamlin,County,3083,647,2372
46059,Hand,County,1836,373,1433
46061,Hanson,County,2388,557,1793
46063,Harding,County,813,49,748
46065,Hughes,County,8723,2953,5522
46067,Hutchinson,County,3767,762,2944
46069,Hyde,County,710,136,564
46071,Jackson,County,1115,359,738
46073,Jerauld,County,1006,270,721
46075,Jones,County,599,90,498
46077,Kingsbury,County,2779,819,1904
46079,Lake,County,5873,2068,3681
46081,Lawrence,County,13828,4537,8753
46083,Lincoln,County,32396,11981,19617
46085,Lyman,County,1597,525,1042
46087,McCook,County,2900,769,2068
46089,McPherson,County,1324,222,1075
46091,Marshall,County,2178,858,1287
46093,Meade,County,13670,3285,9875
46095,Mellette,County,769,298,449
46097,Miner,County,1138,320,787
46099,Minnehaha,County,92326,40482,49249
46101,Moody,County,3206,1179,1951
46102,Oglala Lakota,County,3200,2829,297
46103,Pennington,County,57518,20606,35063
46105,Perkins,County,1669,239,1401
46107,Potter,County,1380,227,1139
46109,Roberts,County,4307,1828,2404
46111,Sanborn,County,1185,257,905
46115,Spink,County,3163,998,2104
46117,Stanley,County,1652,421,1203
46119,Sully,County,930,185,726
46121,Todd,County,2539,1963,532
46123,Tripp,County,2696,495,2161
46125,Turner,County,4548,1139,3290
46127,Union,County,8855,2725,5944
46129,Walworth,County,2580,565,1966
46135,Yankton,County,10900,4016,6581
46137,Ziebach,County,906,481,404
47001,Anderson,County,35527,11733,23163
47003,Bedford,County,19039,4443,14317
47005,Benton,County,7250,1526,5661
47007,Bledsoe,County,5758,971,4725
47009,Blount,County,66306,17834,47195
47011,Bradley,County,45836,9849,35194
47013,Campbell,County,14929,2438,12330
47015,Cannon,County,6555,1261,5190
47017,Carroll,County,11893,2558,9194
47019,Carter,County,24474,4526,19574
47021,Cheatham,County,20091,5457,14328
47023,Chester,County,7578,1411,5951
47025,Claiborne,County,12935,2201,10598
47027,Clay,County,3506,735,2733
47029,Cocke,County,14816,2524,12128
47031,Coffee,County,24261,5704,17863
47033,Crockett,County,6114,1382,4673
47035,Cumberland,County,32278,6728,25167
47037,Davidson,County,306783,197846,99415
47039,Decatur,County,5241,904,4229
47041,DeKalb,County,8501,1747,6663
47043,Dickson,County,24290,6098,17619
47045,Dyer,County,15074,3157,11766
47047,Fayette,County,22928,7000,15661
47049,Fentress,County,8687,1210,7403
47051,Franklin,County,19116,4863,13977
47053,Gibson,County,22308,5764,16245
47055,Giles,County,13202,3298,9783
47057,Grainger,County,10123,1463,8559
47059,Greene,County,27994,5183,22185
47061,Grundy,County,5844,985,4795
47063,Hamblen,County,24606,5497,18789
47065,Hamilton,County,170735,75360,91991
47067,Hancock,County,2744,362,2372
47069,Hardeman,County,10058,4180,5760
47071,Hardin,County,11534,1774,9556
47073,Hawkins,County,24776,4069,20372
47075,Haywood,County,7420,4000,3338
47077,Henderson,County,12020,2092,9797
47079,Henry,County,15034,3547,11230
47081,Hickman,County,9832,2130,7577
47083,Houston,County,3681,869,2715
47085,Humphreys,County,8232,2017,6116
47087,Jackson,County,5308,1133,4106
47089,Jefferson,County,23562,4645,18609
47091,Johnson,County,7793,1242,6466
47093,Knox,County,219869,91097,124339
47095,Lake,County,2034,526,1492
47097,Lauderdale,County,8963,3193,5672
47099,Lawrence,County,18718,3195,15334
47101,Lewis,County,5604,1068,4473
47103,Lincoln,County,15575,2909,12258
47105,Loudon,County,29296,6933,21684
47107,McMinn,County,22815,4357,18175
47109,McNairy,County,11267,1943,9085
47111,Macon,County,9486,1307,8095
47113,Madison,County,42847,18309,23922
47115,Marion,County,13204,3165,9873
47117,Marshall,County,14862,3603,11029
47119,Maury,County,46561,14386,31408
47121,Meigs,County,5529,1008,4464
47123,Monroe,County,20749,3760,16742
47125,Montgomery,County,76678,32426,42156
47127,Moore,County,3539,573,2888
47129,Morgan,County,8218,1161,6926
47131,Obion,County,13521,2589,10790
47133,Overton,County,10025,2028,7911
47135,Perry,County,3428,615,2775
47137,Pickett,County,2922,524,2373
47139,Polk,County,8360,1492,6792
47141,Putnam,County,33481,9154,23694
47143,Rhea,County,13608,2363,11031
47145,Roane,County,25868,6034,19195
47147,Robertson,County,33712,8690,24535
47149,Rutherford,County,143604,59189,81373
47151,Scott,County,9052,986,8004
47153,Sequatchie,County,7239,1295,5846
47155,Sevier,County,43465,8695,33742
47157,Shelby,County,380698,245208,129543
47159,Smith,County,9035,1798,7124
47161,Stewart,County,6283,1230,4942
47163,Sullivan,County,74206,17226,55774
47165,Sumner,County,92529,27630,63404
47167,Tipton,County,27291,6832,20063
47169,Trousdale,County,3991,1011,2930
47171,Unicoi,County,8294,1610,6593
47173,Union,County,8096,1248,6777
47175,Van Buren,County,2917,544,2338
47177,Warren,County,16692,4126,12323
47179,Washington,County,59430,18214,40120
47181,Wayne,County,6667,820,5795
47183,Weakley,County,13710,3011,10382
47185,White,County,11867,2134,9587
47187,Williamson,County,138932,50161,86469
47189,Wilson,County,74092,22197,50149
48001,Anderson,County,19155,3934,15062
48003,Andrews,County,5856,849,4937
48005,Angelina,County,34628,9136,25070
48007,Aransas,County,12241,2896,9210
48009,Archer,County,4796,446,4300
48011,Armstrong,County,1112,75,1035
48013,Atascosa,County,18085,5865,12020
48015,Austin,County,14368,2931,11282
48017,Bailey,County,1854,407,1430
48019,Bandera,County,12703,2503,10050
48021,Bastrop,County,36612,15452,20486
48023,Baylor,County,1680,179,1478
48025,Bee,County,9405,3280,5999
48027,Bell,County,125559,56032,67113
48029,Bexar,County,756039,440823,303871
48031,Blanco,County,7419,1905,5429
48033,Borden,County,412,16,395
48035,Bosque,County,9094,1552,7446
48037,Bowie,County,38138,10692,27053
48039,Brazoria,County,154037,61780,89939
48041,Brazos,County,84753,35242,47456
48043,Brewster,County,4805,2251,2451
